precedence+++    |arg2-as-detail+++|-0.27  |  discogem_multi_leaves_continuous_CLR_pearson
concession+++    |manner           |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
concession+++    |exception        |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
contrast+++      |similarity+++    |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
contrast+++      |disjunction      |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
contrast+++      |equivalence      |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
contrast+++      |manner           |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
contrast+++      |exception        |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
contrast+++      |substitution     |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
similarity+++    |disjunction      |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
similarity+++    |equivalence      |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
similarity+++    |manner           |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
similarity+++    |exception        |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
similarity+++    |substitution     |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
conjunction+++   |disjunction      |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
conjunction+++   |equivalence      |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
conjunction+++   |manner           |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
conjunction+++   |exception        |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
disjunction      |instantiation+++ |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
disjunction      |level-of-detail+++|+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
disjunction      |equivalence      |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
disjunction      |manner           |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
disjunction      |exception        |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
disjunction      |substitution     |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
instantiation+++ |equivalence      |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
instantiation+++ |manner           |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
instantiation+++ |exception        |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
instantiation+++ |substitution     |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
level-of-detail+++|equivalence      |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
level-of-detail+++|manner           |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
level-of-detail+++|exception        |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
level-of-detail+++|substitution     |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
equivalence      |manner           |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
equivalence      |exception        |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
equivalence      |substitution     |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
manner           |exception        |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
manner           |substitution     |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
exception        |substitution     |+0.00  |  discogem_multi_level2_binary_0.3_Phi_corr
synchronous+++   |asynchronous+++  |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
synchronous+++   |condition        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
synchronous+++   |negative-condition|+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
synchronous+++   |purpose          |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
synchronous+++   |concession+++    |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
synchronous+++   |contrast+++      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
synchronous+++   |similarity+++    |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
synchronous+++   |disjunction      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
synchronous+++   |instantiation+++ |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
synchronous+++   |level-of-detail+++|+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
synchronous+++   |equivalence      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
synchronous+++   |manner           |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
synchronous+++   |exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
synchronous+++   |substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
asynchronous+++  |condition        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
asynchronous+++  |negative-condition|+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
asynchronous+++  |purpose          |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
asynchronous+++  |similarity+++    |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
asynchronous+++  |disjunction      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
asynchronous+++  |equivalence      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
asynchronous+++  |manner           |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
asynchronous+++  |exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
asynchronous+++  |substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
cause+++         |condition        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
cause+++         |negative-condition|+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
cause+++         |purpose          |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
cause+++         |conjunction+++   |+0.20  |  discogem_multi_level2_binary_0.4_Phi_corr
cause+++         |disjunction      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
cause+++         |equivalence      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
cause+++         |manner           |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
cause+++         |exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
cause+++         |substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
condition        |negative-condition|+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
condition        |purpose          |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
condition        |concession+++    |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
condition        |contrast+++      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
condition        |similarity+++    |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
condition        |conjunction+++   |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
condition        |disjunction      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
condition        |instantiation+++ |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
condition        |level-of-detail+++|+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
condition        |equivalence      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
condition        |manner           |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
condition        |exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
condition        |substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
negative-condition|purpose          |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
negative-condition|concession+++    |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
negative-condition|contrast+++      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
negative-condition|similarity+++    |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
negative-condition|conjunction+++   |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
negative-condition|disjunction      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
negative-condition|instantiation+++ |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
negative-condition|level-of-detail+++|+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
negative-condition|equivalence      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
negative-condition|manner           |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
negative-condition|exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
negative-condition|substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
purpose          |concession+++    |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
purpose          |contrast+++      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
purpose          |similarity+++    |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
purpose          |conjunction+++   |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
purpose          |disjunction      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
purpose          |instantiation+++ |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
purpose          |level-of-detail+++|+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
purpose          |equivalence      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
purpose          |manner           |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
purpose          |exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
purpose          |substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
concession+++    |similarity+++    |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
concession+++    |disjunction      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
concession+++    |equivalence      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
concession+++    |manner           |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
concession+++    |exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
concession+++    |substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
contrast+++      |similarity+++    |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
contrast+++      |disjunction      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
contrast+++      |equivalence      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
contrast+++      |manner           |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
contrast+++      |exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
contrast+++      |substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
similarity+++    |disjunction      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
similarity+++    |instantiation+++ |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
similarity+++    |equivalence      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
similarity+++    |manner           |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
similarity+++    |exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
similarity+++    |substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
conjunction+++   |disjunction      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
conjunction+++   |equivalence      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
conjunction+++   |manner           |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
conjunction+++   |exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
conjunction+++   |substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
disjunction      |instantiation+++ |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
disjunction      |level-of-detail+++|+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
disjunction      |equivalence      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
disjunction      |manner           |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
disjunction      |exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
disjunction      |substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
instantiation+++ |equivalence      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
instantiation+++ |manner           |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
instantiation+++ |exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
instantiation+++ |substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
level-of-detail+++|equivalence      |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
level-of-detail+++|manner           |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
level-of-detail+++|exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
level-of-detail+++|substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
equivalence      |manner           |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
equivalence      |exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
equivalence      |substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
manner           |exception        |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
manner           |substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
exception        |substitution     |+0.00  |  discogem_multi_level2_binary_0.4_Phi_corr
temporal         |contingency      |+0.08  |  discogem_multi_level1_binary_0.1_Phi_corr
temporal         |expansion        |+0.22  |  discogem_multi_level1_binary_0.1_Phi_corr
temporal         |comparision      |+0.10  |  discogem_multi_level1_binary_0.2_Phi_corr
temporal         |expansion        |+0.26  |  discogem_multi_level1_binary_0.2_Phi_corr
temporal         |comparision      |+0.10  |  discogem_multi_level1_binary_0.3_Phi_corr
temporal         |expansion        |+0.28  |  discogem_multi_level1_binary_0.3_Phi_corr
temporal         |comparision      |+0.06  |  discogem_multi_level1_binary_0.4_Phi_corr
contingency      |expansion        |+0.44  |  discogem_multi_level1_binary_0.4_Phi_corr
